,Signal,Response,Duration
0,1,2,3.5205866671167314
1,0,1,0.5592502499930561
2,0,1,1.3987068329006433
3,0,1,2.3461874171625823
4,0,2,0.4165105000138283
5,1,1,0.36744900001212955
6,0,1,0.4100308329798281
7,1,2,0.41557275014929473
8,0,2,0.8380223328713328
9,2,2,0.45289362501353025
10,0,1,0.5153445829637349
11,1,2,0.36995641607791185
12,1,2,0.37775083305314183
13,0,1,1.1072309580631554
14,0,1,0.5033406252041459
15,0,1,0.8157344998326153
16,2,1,3.5457819160073996
17,0,1,0.5278014158830047
18,0,1,0.578478500014171
19,2,2,0.40088970796205103
20,0,2,1.7050683328416198
21,0,1,0.38488500006496906
22,1,2,0.4425765420310199
23,0,2,0.37773595890030265
24,2,1,1.368457332951948
25,2,1,0.3530932920984924
26,2,2,0.48511649994179606
27,2,2,0.45023229205980897
28,1,2,0.327102042036131
29,2,2,0.5283554580528289
30,0,1,0.6688762919511646
31,1,2,0.49890537513419986
